100001,20/04/2018,18:26,12.98,1.6874,14.6674
100002,20/04/2018,18:30,32.54,4.2302,36.7702
100003,20/04/2018,18:51,29.25,3.8025,33.0525
100004,21/04/2018,00:16,12.98,1.6874,14.6674
100005,21/04/2018,18:57,51.94,6.7522,58.6922
100006,21/04/2018,19:19,23.26,3.0238000000000005,26.283800000000003
100007,21/04/2018,19:21,63.93,8.3109,72.2409
100008,21/04/2018,19:22,17.97,2.3361,20.3061
100009,21/04/2018,19:56,17.97,2.3361,20.3061
100010,21/04/2018,20:07,31.96,4.1548,36.1148
100011,21/04/2018,20:09,31.96,4.1548,36.1148
100012,21/04/2018,20:11,36.95,4.8035000000000005,41.7535
100013,21/04/2018,20:13,35.24,4.581200000000001,39.821200000000005
100014,21/04/2018,20:14,58.5,7.605,66.105
100015,21/04/2018,20:15,45.94,5.9722,51.9122
100016,21/04/2018,20:16,12.98,1.6874,14.6674
100017,21/04/2018,20:17,23.26,3.0238000000000005,26.283800000000003
100018,21/04/2018,20:17,59.22,7.6986,66.9186
100019,21/04/2018,20:19,55.94,7.2722,63.212199999999996
100020,21/04/2018,20:20,17.97,2.3361,20.3061
100021,21/04/2018,20:24,17.97,2.3361,20.3061
100022,21/04/2018,20:26,12.98,1.6874,14.6674
100023,21/04/2018,20:35,35.24,4.581200000000001,39.821200000000005
100024,21/04/2018,22:26,35.24,4.581200000000001,39.821200000000005
100025,21/04/2018,22:26,35.24,4.581200000000001,39.821200000000005
100026,21/04/2018,23:26,17.97,2.3361,20.3061
100027,21/04/2018,23:26,17.97,2.3361,20.3061
100028,21/04/2018,23:51,23.26,3.0238000000000005,26.283800000000003
100029,21/04/2018,23:51,23.26,3.0238000000000005,26.283800000000003
100034,21/04/2018,23:57,45.94,5.9722,51.9122
100035,21/04/2018,23:57,45.94,5.9722,51.9122
100036,21/04/2018,23:57,101.88,13.2444,115.1244
100037,21/04/2018,23:57,101.88,13.2444,115.1244
100038,21/04/2018,23:57,101.88,13.2444,115.1244
100039,21/04/2018,23:57,101.88,13.2444,115.1244
100040,22/04/2018,00:04,35.24,4.581200000000001,39.821200000000005
100041,22/04/2018,00:04,35.24,4.581200000000001,39.821200000000005
100042,22/04/2018,00:05,87.18,11.333400000000001,98.5134
100043,22/04/2018,00:05,87.18,11.333400000000001,98.5134
100044,22/04/2018,00:06,0.0,0.0,0.0
100045,22/04/2018,00:06,0.0,0.0,0.0
100046,22/04/2018,00:07,35.24,4.581200000000001,39.821200000000005
100047,22/04/2018,00:07,35.24,4.581200000000001,39.821200000000005
100048,22/04/2018,00:07,35.24,4.581200000000001,39.821200000000005
100049,22/04/2018,00:07,35.24,4.581200000000001,39.821200000000005
100050,22/04/2018,00:07,48.22,6.2686,54.4886
100051,22/04/2018,00:08,48.22,6.2686,54.4886
100052,22/04/2018,00:08,66.19,8.6047,74.79469999999999
100053,22/04/2018,00:58,35.24,4.581200000000001,39.821200000000005
100054,22/04/2018,00:58,35.24,4.581200000000001,39.821200000000005
100055,22/04/2018,01:01,58.5,7.605,66.105
100056,22/04/2018,01:01,58.5,7.605,66.105
100057,22/04/2018,01:04,41.23,5.3599,46.5899
100058,22/04/2018,01:04,41.23,5.3599,46.5899
